Hour,energy|RegionA|renewable_pred,energy|RegionA|renewable_actual,energy|RegionB|renewable_pred,energy|RegionB|renewable_actual,energy|RegionC|renewable_pred,energy|RegionC|renewable_actual,energy|RegionD|renewable_pred,energy|RegionD|renewable_actual,energy|RegionE|renewable_pred,energy|RegionE|renewable_actual,energy|RegionF|renewable_pred,energy|RegionF|renewable_actual,energy|RegionA|price_pred,energy|RegionA|price_actual,energy|RegionB|price_pred,energy|RegionB|price_actual,energy|RegionC|price_pred,energy|RegionC|price_actual,energy|RegionD|price_pred,energy|RegionD|price_actual,energy|RegionE|price_pred,energy|RegionE|price_actual,energy|RegionF|price_pred,energy|RegionF|price_actual,energy|RegionA|carbon_pred,energy|RegionA|carbon_actual,energy|RegionB|carbon_pred,energy|RegionB|carbon_actual,energy|RegionC|carbon_pred,energy|RegionC|carbon_actual,energy|RegionD|carbon_pred,energy|RegionD|carbon_actual,energy|RegionE|carbon_pred,energy|RegionE|carbon_actual,energy|RegionF|carbon_pred,energy|RegionF|carbon_actual,energy|RegionA|nonai_pred,energy|RegionA|nonai_actual,energy|RegionB|nonai_pred,energy|RegionB|nonai_actual,energy|RegionC|nonai_pred,energy|RegionC|nonai_actual,energy|RegionD|nonai_pred,energy|RegionD|nonai_actual,energy|RegionE|nonai_pred,energy|RegionE|nonai_actual,energy|RegionF|nonai_pred,energy|RegionF|nonai_actual
1635,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,494.7214381496228,446.15,466.9104272771457,427.56,445.287665628406,415.17,292.6650727069497,266.45,250.58301196917603,235.47,278.9893868360289,247.86,0.6459231390107878,0.6445,0.6041879494692778,0.6029,0.5729280593990967,0.5717,0.4375202796493221,0.4366,0.229204338213472,0.2287,0.2708866060991183,0.2703,417.5666187416596,345.712,364.3083134782173,376.116,360.252039633145,365.298333,283.4049875480216,233.615333,294.38082457312316,354.06,289.2810020492108,325.495333
1636,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,494.6117958890845,446.11,466.7817877633456,427.52,445.2603835660584,415.13,292.55514742005414,266.42,250.47115687944896,235.45,278.9225871297324,247.84,0.6382089635750319,0.6365,0.5970738920410945,0.5955,0.5662656400523154,0.5647,0.4323305239889923,0.4312,0.22654204768978403,0.2259,0.26763221678752536,0.2669,382.37252348191527,345.786667,371.0061884763844,371.941333,360.4026825710554,368.659333,284.06558642768897,313.631333,311.785813019001,398.1,324.9680638333349,399.075333
1637,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,494.3951231064989,446.07,466.50275948732775,427.49,445.1968231406071,415.1,292.42257949880184,266.41,250.4447199167766,235.43,278.85778726852277,247.82,0.6279292921995439,0.6262,0.5873017726109779,0.5858,0.5570824515239474,0.5555,0.42534277040586965,0.4242,0.2227682462177522,0.2222,0.2633584823999279,0.2626,383.27701314898036,339.726667,369.8642592223979,370.895,363.4319469760722,375.472,318.9286617076462,367.809,324.09046310551736,411.796667,367.4196387030159,410.6
1638,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,493.69510679639717,446.05,466.1465421247014,427.47,444.5041833005093,415.08,292.0472095796375,266.39,250.08091421277223,235.42,278.557943336618,247.81,0.6160870941864002,0.6142,0.576319866494537,0.5746,0.5465222473748039,0.5449,0.41741497916556636,0.4161,0.2186641366525447,0.218,0.2583886769416849,0.2576,382.4474011534195,357.555333,368.7890028542957,371.070667,366.51263097507257,371.68,346.10408816047266,413.325,335.63342520399465,422.17,384.28065226470767,427.055333
1639,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,733.4996197004067,686.21,694.9156894223313,657.62,668.1908077800698,638.56,434.68750725454646,409.82,376.6993942567659,362.17,411.18101693650726,381.23,0.603577382112378,0.6014,0.5645357841903113,0.5626,0.5359187600394633,0.5335,0.4090239770927233,0.4074,0.21417974419754807,0.2134,0.25306361115569465,0.2522,392.03776128948647,360.934,370.86071045705876,384.66,365.0523671178688,371.451333,361.1750640877565,331.215,337.02235057584505,418.68,394.87844707798826,408.013333
1640,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,733.942779473834,686.21,696.1622587768411,657.62,667.652182628352,638.56,435.244026395391,409.82,376.70135806621124,362.17,411.71380843778724,381.23,0.5927363427213721,0.5886,0.5539877184758798,0.5506,0.5249874360752933,0.5222,0.4013602284722522,0.3987,0.21028019805190964,0.2089,0.2483187681223777,0.2468,394.60487778971793,369.487333,376.6889439961416,366.718,365.6048623329118,380.548333,341.6377005011931,381.92,329.1541212867088,393.76,380.3555998873851,371.709333
1641,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,733.3552634488225,686.22,695.6312111894106,657.63,667.2291212052362,638.57,434.98107177868627,409.83,376.4578253363386,362.17,411.416669366623,381.23,0.5810008775660009,0.5767,0.5435640846829294,0.5395,0.51477969573885,0.5116,0.39325725477683715,0.3907,0.20605760925939776,0.2046,0.2435843680285492,0.2418,399.41878161876224,377.954667,360.556598121884,361.156667,370.953259415027,382.083333,321.4725911435933,331.024,301.95682350416655,321.741333,346.82423098077317,349.714667
1642,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,733.2951898686971,686.25,695.65107906317,657.65,667.3190430650967,638.59,434.9811543626299,409.84,376.4275969392726,362.19,411.383747298682,381.25,0.5696304772551828,0.5665,0.5331265421399551,0.53,0.5052165182377721,0.5026,0.3857539575226586,0.3838,0.2020701727323334,0.201,0.2389330165902082,0.2376,401.8126182947377,351.906,359.5629403255223,362.417333,370.71440466157924,383.074667,277.30329871581824,320.677,283.2437907904564,290.885333,318.36918569875314,369.165667
1643,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,733.4135982928682,686.29,695.7091552475979,657.69,667.4985839003207,638.63,435.0257617959139,409.87,376.48681806425367,362.21,411.4243734560452,381.27,0.562049998247009,0.5588,0.5253218892989511,0.5227,0.49821014657823304,0.4957,0.3806402321919902,0.3785,0.1992744569493991,0.1983,0.2357348400291669,0.2343,365.0597104772218,312.212667,351.1561639382677,352.07,364.40898491648835,381.904667,256.83173152641103,330.465333,251.29286790571817,276.495667,300.81912357603125,323.366667
1644,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,733.3719745274501,686.34,695.7421273942442,657.75,667.4964504155481,638.68,435.0430848112313,409.9,376.5077985728421,362.24,411.38865346582804,381.3,0.556789186507521,0.554,0.5208776514315893,0.5182,0.4936293290457249,0.4914,0.3771371478001156,0.3753,0.19757468568282782,0.1966,0.23340935283343078,0.2323,327.8026154910288,264.668333,324.1115850459959,320.838,336.744634063381,346.036667,231.86591406595875,325.314667,229.35307913135034,234.274667,267.8953590898585,302.564
1645,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,733.6476181258545,686.41,695.9835261584255,657.81,667.8680626082177,638.75,435.18306925031976,409.94,376.65743865731577,362.27,411.5327802030535,381.34,0.5553013771790889,0.5524,0.5194790054097348,0.5168,0.4925876557250612,0.4901,0.3761533072845737,0.3742,0.19700918029106002,0.196,0.23287562531563186,0.2317,300.0463674430552,272.060667,300.5224867302298,292.314333,316.99180509085255,337.540333,219.16198532754214,269.271667,186.3589498717859,193.018667,246.9583459224286,305.003333
1646,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,733.9231456374357,686.5,696.2629316812868,657.9,668.1515980332023,638.83,435.37368490942293,409.99,376.8081073876444,362.32,411.70669552406684,381.39,0.5575289133493975,0.5543,0.5215553636327638,0.5186,0.4944593962662627,0.4917,0.37763528355511833,0.3755,0.19780791028272682,0.1967,0.23378496143400132,0.2325,296.82961252325293,280.709,280.6661063404943,289.194,300.4773945634273,303.585333,187.86026317175487,171.532667,159.23211216606705,166.422667,230.08887128316007,261.495667
1647,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,734.3647741664807,686.6,696.6678930852431,657.99,668.604933685014,638.92,435.61096734341453,410.05,376.97830697598806,362.37,411.87071008371464,381.44,0.562768763485284,0.5595,0.52641078640453,0.5234,0.4992545367317588,0.4963,0.38122013909009334,0.379,0.1996523508309347,0.1985,0.23595192931309683,0.2346,280.71436583712864,262.008667,257.7898561839952,271.902667,269.28087993875835,286.352333,148.56039514767963,146.293333,118.54844683769083,181.969667,202.57372023196473,199.236333
1648,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,734.5333855322938,686.72,696.8267541538416,658.1,668.6936731024115,639.03,435.71069171006803,410.12,377.0112100217328,362.43,412.01159267786636,381.51,0.5706373052312035,0.5676,0.5338342316158347,0.531,0.5062277803796538,0.5035,0.3865843348631738,0.3845,0.20250898750896523,0.2014,0.23924362183844894,0.238,260.392630281027,211.080667,232.41607478222923,250.036667,240.91252087918463,253.628667,124.12766516076101,144.893,115.31266151089682,138.352667,156.8277199967102,163.607
1649,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,1041.1346950554632,995.92,991.1918774195675,954.43,953.8630231308892,926.76,618.9782433401949,594.79,539.0773335087172,525.63,582.5655594979589,553.29,0.581125207405934,0.5782,0.5437130236277558,0.5409,0.5155361361984621,0.5129,0.3937302234572569,0.3917,0.20627233539829495,0.2052,0.24374006644865706,0.2425,238.3732770416688,227.887333,219.3160160614147,216.011333,220.86428559409796,256.209667,97.89798843671608,98.564,96.08282733299407,161.268,143.5848403743623,199.74
1650,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,1040.9924047740078,996.13,991.0787419221867,954.63,953.8061255163957,926.96,618.6802239221993,594.91,538.9320894457471,525.74,582.3029524911192,553.41,0.5933562799983345,0.5904,0.5552784560998243,0.5523,0.5264075376954671,0.5237,0.4020953203035084,0.4,0.21058501792306716,0.2095,0.24887280369704623,0.2476,241.4430367644974,253.549333,207.23151627215336,228.692333,220.57878789049371,218.003333,82.72161143976282,123.968333,92.53560353431453,123.234,154.52460310777312,153.42
1651,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,1041.8169673867264,996.36,991.7062067688973,954.84,954.4154402354778,927.17,619.1789074809874,595.05,539.2735003549008,525.86,582.7861468504348,553.53,0.6070181027147806,0.6036,0.5677429747744527,0.5646,0.5383348355439419,0.5354,0.41119380910095615,0.4089,0.2154903825473909,0.2142,0.25468352386007354,0.2531,248.5073012144891,198.005,213.17371328301192,203.013333,219.76539006274595,249.32,100.37056847519733,110.817333,102.2865415796392,175.909333,150.86574753152803,149.582
1652,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,1042.0917097254137,996.61,992.0053424911738,955.08,954.562591187125,927.4,619.3688237530275,595.2,539.3944679435192,525.99,582.9546907308136,553.67,0.6199792546424565,0.6167,0.5801366919399381,0.5769,0.5500391483143762,0.5471,0.4200612584530625,0.4178,0.21998547358620438,0.2188,0.25993493655032046,0.2586,249.75281678382328,194.077,223.8383523988307,246.524667,238.49612983291752,278.533,104.97802491401245,149.499667,135.83424258493534,144.114,152.86235165435477,212.202
1653,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,1042.2807841752795,996.87,992.1745664695286,955.34,954.6726490436415,927.65,619.5459024129893,595.35,539.4659571008256,526.13,583.0707963121786,553.82,0.6328969973945457,0.6291,0.5920297202713577,0.5885,0.5613222274682709,0.558,0.42867421309140624,0.4261,0.22452332149809426,0.2232,0.26538553886180977,0.2638,258.3826713345478,247.865,248.44642716445892,300.326667,254.43627990910957,261.923,121.30859803816901,151.594,128.73827306715958,205.063,182.93812595719095,213.936667
1654,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,668.1817949134733,618.93,633.0064092000346,593.14,606.7067247504095,575.94,395.9251870830269,369.64,341.94003172071956,326.66,375.1681256041105,343.85,0.6431053634083816,0.6397,0.6015682745506015,0.5984,0.5705094592649642,0.5675,0.43560385042796096,0.4333,0.22817714812150167,0.227,0.2697089135192039,0.2683,291.0531510229354,257.381,280.82745274269223,300.653333,266.769035059723,247.95,146.25616848634007,234.042,163.9126905000739,221.221667,203.1995035113011,232.896333
1655,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,667.6955079768768,619.11,632.7300387701715,593.32,606.0210090374611,576.12,395.63882522595964,369.75,341.71404595912463,326.75,374.86691944348144,343.95,0.6516666506543646,0.648,0.6095602146889396,0.6062,0.578077512138339,0.5748,0.4414266537048376,0.439,0.23119828758272054,0.2299,0.2732316555619447,0.2717,313.47850990397507,265.819333,300.4760400555162,273.386,280.6932071770209,268.09,186.85867312133917,225.464667,180.04276375023494,231.051333,234.23847144526889,239.59
1656,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,496.7092995875019,447.28,469.00682798744424,428.65,447.33803154240564,416.22,293.85425621164296,267.13,251.6090344399259,236.07,280.07022564762644,248.49,0.6571441998556522,0.6534,0.6146610430651951,0.6112,0.5829103504068663,0.5796,0.44511542355243267,0.4426,0.23312657815184348,0.2318,0.27552141886265924,0.274,336.7402972217203,327.618667,323.58088108359226,364.963333,307.1335686282829,276.504,237.66231434749216,269.256667,203.8702406395613,247.928,259.03597834047446,237.19
1657,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,496.48271401513523,447.43,468.72554020589126,428.79,446.94668972964286,416.36,293.6790266878961,267.22,251.42107051319473,236.15,279.97619210579927,248.57,0.659238068995541,0.6555,0.6165754514591009,0.6132,0.5847657441266394,0.5815,0.4465282081259977,0.444,0.23392539735435458,0.2326,0.2764218036882158,0.2749,378.58086553094745,327.097333,359.7250370331957,368.377333,331.81121736806006,377.450667,271.5819903571663,282.686667,238.39783096102644,259.806,285.4186937317538,205.548
1658,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,495.82066287451596,447.59,467.99596280482876,428.94,446.4252782519489,416.51,293.38127317193954,267.31,251.11994711459374,236.23,279.61039917994026,248.66,0.6581308061708238,0.6543,0.6156171128104713,0.6121,0.5837313504602095,0.5804,0.44576644481840716,0.4432,0.2334876676997943,0.2322,0.2759660471001629,0.2744,386.95395337191167,376.987667,367.98430602117355,368.188333,368.6733894754824,385.74,282.85329113992475,280.806,265.98725948009655,309.95,273.05921316911133,225.675333
1659,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,496.09625212419485,447.76,468.24553700060227,429.1,446.6930205005585,416.67,293.50579321056534,267.41,251.2520121521642,236.32,279.6373462675195,248.76,0.6538061373150432,0.6498,0.6115915597511454,0.6079,0.5799487106547943,0.5764,0.44286506644765256,0.4402,0.23202383081049424,0.2306,0.274136964052766,0.2725,409.50350812590335,389.238667,365.3467161616028,365.6,371.5474847306442,375.652,297.906739777346,342.031667,292.6190159935122,329.718,298.62634849790805,292.338
1660,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,495.8943948859914,447.93,468.0886158527263,429.27,446.6237375392485,416.83,293.55401471615966,267.52,251.18211675260827,236.41,279.6731635053408,248.85,0.64617919511593,0.6424,0.6044682040818612,0.601,0.5732530153022017,0.5699,0.4376984747535859,0.4352,0.22929109287974714,0.228,0.27100035610319057,0.2694,417.9280419020163,397.765,361.9627813526586,352.205333,363.1101504495587,365.112,314.4421413380905,332.101333,304.2397584140597,333.012667,338.8354659386827,323.816
1661,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,495.633045049647,448.11,467.8934271239028,429.44,446.2973607418733,416.99,293.3777918331545,267.62,251.11106507500233,236.5,279.59425669649414,248.95,0.6367904114539591,0.6327,0.5956738395939496,0.5919,0.5649186279690828,0.5612,0.43138449971159665,0.4286,0.2259251893229416,0.2245,0.267024486198726,0.2653,423.30077587931214,395.016,355.7996263374506,363.119,353.92001813694384,360.964,317.1939828686872,367.644667,315.32416428473005,366.533333,364.5263422060811,384.076667
1662,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,495.3170321916257,448.3,467.7144080873331,429.62,445.99031683957054,417.17,293.10386348054925,267.74,250.88706561908313,236.6,279.382407360269,249.06,0.6254400374872585,0.6212,0.5851116479565028,0.5812,0.5548092660454284,0.5511,0.42367113210142404,0.4208,0.22189215115063915,0.2204,0.2623065899085851,0.2605,422.2694254099003,389.153333,363.35661898920955,356.389333,352.1364873023853,359.584,341.0908683991839,409.309,317.306936748775,382.913333,385.5589263087523,454.836667
1663,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,736.939677898353,689.99,698.6697071496017,661.24,671.7817884400457,642.07,436.920215787681,412.08,378.66126535207695,364.16,413.10937668140326,383.33,0.6129979126137326,0.609,0.5736063714527171,0.5697,0.5436588077268751,0.5402,0.415188420662396,0.4125,0.21744864652187493,0.2161,0.25715458222086873,0.2554,416.8197332926206,394.958667,357.40059977980576,354.759667,352.7993675243703,347.085333,358.79984352572876,438.007667,320.0645620302062,379.880667,397.9049776599954,440.09
1664,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,737.6607413336179,690.3,699.6483877886383,661.53,671.0623249908306,642.36,437.4479472516379,412.26,378.58113225479764,364.32,413.7848203144816,383.5,0.601060593943727,0.5967,0.5620990040093676,0.5582,0.5334604880515856,0.5293,0.4073760557863342,0.4042,0.21319135691955746,0.2117,0.25206996789870045,0.2502,419.94912417845916,393.583333,355.8541776076494,356.184333,344.76619716193693,354.315333,343.08817174943147,361.704,320.087488758287,355.071333,381.4587566138142,419.290333
1665,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,738.0093182248349,690.61,700.0664167416354,661.84,671.5934100501961,642.65,437.6654073223701,412.45,378.80073936451214,364.49,413.95076766273655,383.67,0.5909226715554375,0.5853,0.552819121675507,0.5475,0.5236517748930223,0.5192,0.4002454629687701,0.3965,0.20958740198305115,0.2077,0.24768681081324234,0.2455,418.9656008260977,395.343333,355.57155486138976,360.728333,352.1554211708628,376.194333,311.0117001606774,320.268333,294.7162883445594,397.986667,359.20793881244396,383.48
1666,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,1100.0,738.0734926638803,690.93,700.1698181180798,662.15,671.7953155662461,642.95,437.7056290704422,412.64,378.88958709435224,364.66,414.020225316043,383.85,0.5801653893022938,0.5756,0.5430711597062932,0.5385,0.5144011946209446,0.5106,0.39286873606251344,0.3899,0.2058728452957055,0.2043,0.24321859619299444,0.2414,414.32168681994335,398.763,362.3133358248876,371.510667,363.26283919224176,380.214667,283.0067540192917,306.195,273.5775413477488,349.628333,323.42156332683203,361.367333
1667,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,1089.78,738.4224660720627,691.27,700.4554222868883,662.46,672.2804799679748,643.26,437.9610575013971,412.84,379.082870120401,364.83,414.1418046453096,384.04,0.5724360567447926,0.5684,0.53562039371303,0.5317,0.5078707028312451,0.5042,0.38773562061846795,0.385,0.20307912409801854,0.2017,0.2400849424378296,0.2383,395.97652395849605,364.056667,357.64639485206925,359.728667,361.9712674186726,382.776667,270.79941161216857,251.918,233.17812549953518,341.514,294.92238686011456,311.33
1668,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,1059.81,738.4353925721107,691.6,700.5737527757058,662.79,672.4297829854013,643.58,438.1152805719453,413.04,379.098945728173,365.01,414.1841154378103,384.22,0.5684307761735525,0.564,0.5313784516444874,0.5276,0.5040118817439794,0.5003,0.38507510979086457,0.3821,0.20156628855816736,0.2001,0.2384600800304814,0.2365,355.69417632392356,320.701,326.017900097043,297.403333,337.63845145029484,359.491333,212.62402677434648,242.94,217.66866043013115,288.784,267.4497671909894,273.467333
1669,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,1012.1300000000001,1012.13,739.0226596954517,691.95,701.0358075207664,663.12,673.0595931312943,643.9,438.4231917235103,413.25,379.5109807878683,365.2,414.5370671968486,384.42,0.5668153692342688,0.563,0.5300667792762106,0.5266,0.5028409307472739,0.4994,0.3839409043091266,0.3814,0.20110979968136417,0.1998,0.23764875651608458,0.2361,332.1579334737562,315.224667,294.7558190695298,304.476,314.98687510852903,331.105667,187.57984384044488,221.394,180.66317709518552,291.707667,231.6005980213738,226.663667
1670,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,739.1565778137465,692.3,701.2949939757688,663.45,673.3036824755824,644.22,438.61547226341406,413.46,379.5886062098253,365.38,414.62317081015027,384.61,0.5691298856529948,0.5653,0.532300308232922,0.5288,0.5048861894784868,0.5015,0.38547218160479313,0.3829,0.20194862123109017,0.2006,0.23853565563891135,0.2371,321.67580947839383,296.296333,285.1745583455106,300.598333,297.9304598836949,310.409,158.26139357081462,241.967333,181.01235547589937,237.996667,199.02683334848925,251.701333
1671,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,877.65,739.7167298415284,692.66,701.7179941584493,663.8,673.8628750352425,644.56,438.90256367749066,413.67,379.8294979949713,365.57,414.8776599432404,384.81,0.5746245171686779,0.5709,0.537249461040028,0.5341,0.5097111372343198,0.5064,0.3891914193167688,0.3867,0.20387362774571366,0.2026,0.24089469458107138,0.2394,291.4539983315726,261.890333,264.4875553428717,287.421,271.7960889027113,280.337333,159.07213190623247,209.4,143.87895737001298,233.643,195.82258089868938,216.619
1672,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,740.6027811799694,693.02,702.7354103114512,664.14,674.750521707355,644.89,439.4866312174654,413.89,380.40922431287026,365.76,415.3883274283259,385.01,0.5833041854346803,0.5794,0.5457840116766162,0.5421,0.5175050249596558,0.514,0.39518675354094235,0.3925,0.20701248377928647,0.2056,0.24463875413545744,0.243,260.55670204963496,231.351333,239.34397597626736,239.298,230.59305580537378,224.494,131.39935102210484,136.388,129.9409410227729,214.380333,174.19468095389746,215.809333
1673,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,722.35,1050.9711405781923,1005.41,1000.8442389150106,963.52,963.6581474714202,935.59,625.2043494050206,600.45,544.3530263421194,530.63,588.4659068342971,558.56,0.5944017382827198,0.5904,0.5561778614798945,0.5523,0.5273442868253941,0.5237,0.40270796466296827,0.3999,0.2109353822081251,0.2095,0.2492949706338623,0.2476,244.46210680695125,221.89,216.46118578878014,220.196,205.6676170836749,175.990667,96.37091094791828,127.018333,102.12686005756561,163.666667,163.46387356542937,194.87
1674,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,650.0,1051.8835577921884,1005.95,1001.726565265135,964.03,964.0599160341847,936.09,625.4861459906856,600.77,544.6045036855435,530.92,588.5729320921621,558.86,0.6065937655541255,0.603,0.5675025604767241,0.5641,0.5379421331747662,0.5349,0.4109076595444416,0.4085,0.21530522430289162,0.214,0.25445451252349005,0.2529,241.87999287169035,202.055667,206.82053876005025,206.674,195.59777247843812,195.182,110.70398389733572,113.210667,93.13235949978841,213.151333,149.09868783966368,199.755333
1675,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,587.87,1052.15881098329,1006.49,1001.7516517687111,964.55,964.2034626459243,936.59,625.7197761493787,601.1,544.7439184908767,531.2,588.842279196419,559.16,0.6202113324742355,0.6165,0.5800711388060364,0.5768,0.5500754488088331,0.5469,0.42014370968621917,0.4177,0.2200425968617566,0.2188,0.26004225969183875,0.2585,242.4014259583402,224.806,209.78359070268908,203.653333,205.03955558700372,215.168667,102.65099093192106,128.2,103.86013568278827,238.583333,157.77232376648533,156.73
1676,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,1053.0871923873865,1007.03,1002.5945684418153,965.07,965.0306485002772,937.1,626.1961962764183,601.42,545.2308257355705,531.49,589.3154140852685,559.46,0.6339145221115208,0.6301,0.5929452585749573,0.5894,0.5623467576167076,0.5589,0.4294037443362189,0.4268,0.22490536156079094,0.2236,0.2658062158903156,0.2642,256.0536519707482,217.669,221.56361784311565,214.383667,220.51094499726523,236.23,130.7018829308024,107.812667,126.19053364371356,207.57,154.66729848855982,182.654667
1677,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,1054.2189208068992,1007.58,1003.6721985505083,965.6,966.016463014964,937.61,626.8831800894795,601.75,545.7535675980778,531.78,589.9368432963356,559.77,0.6462741250467744,0.6427,0.6045795207865571,0.6013,0.5733848795561727,0.5702,0.4378415491006788,0.4354,0.2293693746268253,0.2281,0.27099120162867096,0.2695,273.5210493923603,259.832,243.16646701827233,250.399333,240.84215098970054,238.871333,123.06123934357834,141.853333,135.36415534190922,240.238,177.5513247664541,183.438667
1678,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,676.3209920654352,625.74,640.9061861310528,599.67,614.0252300624609,582.29,400.8545285500487,373.71,346.16143032476793,330.25,379.96703321174607,347.63,0.6573900089126444,0.6537,0.6149627585746054,0.6115,0.5831949518682942,0.5799,0.44528010243356403,0.4428,0.23329314909624094,0.232,0.27564269227534943,0.2741,301.7405709343948,295.768,268.06080712911444,275.262667,259.9984154498818,280.675,153.7867647754071,152.29,170.4462600487405,227.602667,196.49407209633515,212.171333
1679,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,510.22,675.638998110139,626.09,640.366153121144,600.0,613.3147102049056,582.61,400.4827554136793,373.91,345.871953046069,330.43,379.4108546627048,347.83,0.6658699554095878,0.6623,0.6228154081168111,0.6195,0.5907222278146967,0.5875,0.45100435210952167,0.4486,0.23624934587031754,0.235,0.27919041598181193,0.2777,330.21346051662107,277.326,295.46725352712485,318.222667,293.09152842861323,309.75,170.50857169826833,254.639,191.02612427959474,243.060667,220.94066806053814,246.716
1680,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,540.19,502.20720599014317,452.42,474.38474739155913,433.57,452.2957844679072,421.0,297.10907157723756,270.2,254.56655876640397,238.78,283.1375822036249,251.35,0.6717299424089676,0.6679,0.6283116373054813,0.6248,0.5958212379281775,0.5925,0.4550240530660213,0.4525,0.23832478537282847,0.237,0.281673352964544,0.2801,354.96754954435556,369.207333,331.7955078567056,338.979,329.08375816637334,328.743333,229.15644671035255,279.510333,218.88345431615164,285.177333,258.18282296718166,316.688667
