Hour,RegionA|RealTimeInference,RegionA|BatchInference,RegionA|AITraining,RegionB|RealTimeInference,RegionB|BatchInference,RegionB|AITraining,RegionC|RealTimeInference,RegionC|BatchInference,RegionC|AITraining,RegionD|RealTimeInference,RegionD|BatchInference,RegionD|AITraining,RegionE|RealTimeInference,RegionE|BatchInference,RegionE|AITraining,RegionF|RealTimeInference,RegionF|BatchInference,RegionF|AITraining
1079,0,4,6,49,12,2,97,21,7,246,9,0,101,37,0,57,38,5
1080,0,6,18,26,24,16,19,0,7,111,36,0,88,10,6,0,0,2
1081,0,0,5,0,18,3,89,18,4,137,23,0,77,17,0,51,22,0
1082,0,0,9,0,14,9,0,22,8,135,0,0,54,0,0,108,4,0
1083,0,4,19,62,0,16,0,5,11,39,38,6,162,0,0,249,0,4
1084,0,39,5,0,0,6,117,27,3,123,28,0,0,17,0,193,0,0
1085,0,14,8,0,7,10,117,0,0,123,25,0,0,29,0,164,0,0
1086,0,22,17,0,0,13,25,0,9,252,40,0,221,0,0,279,20,0
1087,0,0,6,56,0,6,0,15,17,194,0,0,0,23,2,43,6,0
1088,57,0,10,0,28,1,59,0,0,209,9,0,133,0,1,148,0,6
1089,42,20,11,0,0,5,80,0,0,107,15,0,177,14,0,360,17,0
1090,0,0,26,90,15,5,0,17,9,217,12,0,197,0,0,95,0,0
1091,0,0,6,0,23,6,50,0,12,95,35,0,67,0,0,222,0,0
1092,169,0,5,0,9,0,28,45,0,105,9,0,44,0,0,195,23,2
1093,0,4,13,0,0,0,90,5,1,208,17,0,177,12,0,187,33,0
1094,0,14,6,0,30,8,45,27,6,144,0,0,111,0,0,117,23,6
1095,193,47,3,0,0,11,138,8,0,0,7,0,0,8,5,197,0,0
1096,0,0,24,0,6,7,0,57,17,127,34,0,0,22,0,386,0,0
1097,0,14,9,0,35,26,0,36,8,0,12,0,50,7,6,0,0,0
1098,101,11,7,0,0,7,0,57,4,72,22,0,0,48,0,185,14,0
1099,0,6,14,0,24,7,66,20,0,219,23,0,142,38,0,198,0,0
1100,114,20,31,0,25,7,0,20,2,51,27,0,327,23,0,96,0,1
1101,0,47,0,0,0,7,18,43,3,153,10,0,125,20,0,306,28,1
1102,0,32,0,0,14,17,0,12,9,128,0,0,97,23,5,36,0,0
1103,101,15,9,115,38,4,0,18,2,304,43,0,119,27,0,173,17,1
1104,221,16,8,122,13,7,109,18,5,0,19,0,30,12,4,43,9,0
1105,0,0,12,0,4,17,0,8,10,0,18,0,104,0,0,105,4,0
1106,0,39,0,0,0,7,0,7,7,38,7,2,64,19,2,421,0,0
1107,193,42,22,0,30,2,0,48,4,229,20,0,79,0,0,205,15,5
1108,0,31,14,32,0,3,0,34,24,197,0,0,193,21,2,273,9,0
1109,202,7,2,0,0,14,0,0,0,189,41,0,0,20,0,0,16,0
1110,0,5,10,0,45,8,0,0,5,105,64,0,129,6,0,102,0,0
1111,126,44,11,175,26,4,0,4,4,84,51,0,99,0,0,0,16,0
1112,0,20,7,0,38,5,96,19,8,233,21,0,226,0,0,188,21,0
1113,124,27,15,0,6,3,0,7,0,202,14,0,138,22,0,130,21,0
1114,0,8,8,0,43,1,0,0,6,116,15,0,249,5,0,330,12,14
1115,52,14,18,0,0,5,0,0,0,116,19,0,128,12,3,0,9,7
1116,0,27,5,0,30,7,0,51,12,422,40,0,127,22,7,125,21,0
1117,0,0,7,0,19,3,0,21,5,55,10,0,182,8,0,214,0,0
1118,106,9,1,74,16,20,0,0,7,256,0,0,103,0,0,23,0,0
1119,122,42,5,58,53,7,123,0,4,511,29,0,83,16,3,172,34,0
1120,39,5,6,0,11,14,0,0,2,113,22,0,0,0,0,222,8,0
1121,0,23,17,32,6,13,0,52,5,117,15,4,236,0,0,325,0,1
1122,0,24,11,0,10,10,71,7,9,17,11,0,82,4,0,203,0,0
1123,0,12,8,0,0,18,110,8,11,285,7,6,0,0,8,0,7,0
1124,65,0,5,118,8,15,0,21,5,18,19,0,166,31,0,92,0,0
1125,0,0,2,0,20,2,0,0,0,92,0,0,211,43,6,0,27,0
1126,0,35,16,65,0,3,0,0,1,110,28,0,0,17,0,143,0,0
1127,0,26,4,0,10,4,0,0,3,380,30,0,99,0,7,0,16,0
1128,35,22,10,0,0,13,35,45,5,268,34,0,153,0,0,66,0,0
1129,0,0,12,0,40,3,0,0,4,28,0,0,0,0,0,0,9,0
1130,0,0,7,0,14,8,0,29,17,294,14,0,103,0,0,102,15,0
1131,0,41,5,0,43,16,0,17,0,96,18,13,123,23,0,88,0,0
1132,0,31,0,0,20,21,0,17,8,213,24,0,0,4,0,79,0,0
1133,0,15,12,0,23,11,0,9,4,237,14,0,0,0,6,0,0,0
1134,0,4,17,106,29,2,99,0,6,0,0,0,36,23,11,221,0,0
1135,0,7,11,0,16,26,75,0,10,55,25,0,117,15,7,72,0,0
1136,0,0,3,0,24,15,103,0,6,66,46,2,181,0,0,83,0,4
1137,0,25,7,0,0,5,38,0,3,314,44,0,218,15,0,90,0,0
1138,0,46,20,0,17,9,0,0,1,208,19,0,148,6,0,29,0,0
1139,116,55,18,0,45,2,0,0,7,210,81,0,212,0,0,286,0,0
1140,0,32,19,0,28,6,122,8,3,218,0,0,200,20,0,63,0,0
1141,0,0,9,0,19,14,214,19,7,59,7,0,105,7,0,73,25,1
1142,69,0,16,0,0,9,86,22,9,26,9,0,118,0,0,92,51,0
1143,0,12,17,0,16,0,0,0,5,160,43,3,74,9,1,122,0,0
1144,34,12,14,0,0,5,0,22,18,201,0,0,136,19,3,440,19,0
1145,0,30,13,0,0,7,0,12,20,191,10,0,155,16,0,124,0,0
1146,0,0,8,0,0,10,0,29,0,91,41,0,91,0,0,435,7,0
1147,0,12,7,125,4,2,81,36,7,90,16,0,35,0,0,180,0,0
1148,0,14,17,0,0,18,123,0,7,101,0,2,93,14,0,148,17,4
1149,0,0,5,175,0,13,0,0,18,204,0,0,98,0,0,58,0,0
1150,0,0,16,92,19,5,0,34,4,394,0,0,42,17,0,22,18,0
1151,91,0,12,0,0,6,0,0,4,77,9,0,113,22,0,167,0,0
1152,0,47,10,0,31,17,0,24,11,143,0,0,85,11,0,0,0,0
1153,0,53,1,143,11,2,0,27,5,197,28,0,146,13,3,157,24,0
1154,37,32,12,0,20,19,125,8,0,152,20,0,242,35,0,97,33,2
1155,0,0,4,0,18,5,0,15,6,170,34,5,0,4,0,131,0,0
1156,0,40,18,0,22,10,0,4,1,105,21,0,23,0,0,260,10,7
1157,0,0,12,0,31,8,0,0,9,84,0,0,155,15,2,73,16,0
1158,0,0,24,0,19,11,23,10,21,126,4,0,0,0,0,0,30,0
1159,75,17,10,0,23,12,0,35,0,332,0,0,288,23,0,123,18,0
1160,0,0,15,0,37,4,0,19,9,0,24,7,178,0,0,124,0,3
1161,0,25,7,0,22,4,0,4,7,106,22,0,32,46,0,219,0,0
1162,102,0,3,0,4,11,240,0,9,146,8,0,123,39,0,127,11,0
1163,0,30,9,0,16,6,0,22,0,16,0,0,187,0,6,137,21,0
1164,0,11,5,0,0,1,0,0,20,194,13,0,133,0,0,184,22,0
1165,0,11,14,0,0,23,0,0,4,154,57,7,202,11,0,35,0,0
1166,0,21,0,0,38,18,0,0,9,110,42,3,0,0,0,0,9,4
1167,0,43,15,107,37,14,0,8,13,178,47,0,160,0,0,26,6,0
1168,27,0,16,0,0,0,105,12,6,42,8,0,92,0,1,282,10,0
1169,0,46,6,0,11,17,0,42,4,0,0,0,188,9,4,0,14,0
1170,0,30,12,0,13,9,75,19,2,211,10,0,91,0,0,56,21,0
1171,0,28,0,0,4,0,0,0,1,76,0,0,77,8,0,191,21,0
1172,0,29,5,0,29,0,0,23,7,0,23,6,38,0,0,39,0,0
1173,109,29,5,63,61,7,0,11,7,75,63,0,119,0,0,158,0,0
1174,0,0,0,0,23,16,0,23,0,392,30,0,115,25,7,188,0,0
1175,46,16,8,83,0,17,0,17,6,83,31,0,125,0,0,133,12,0
1176,0,9,5,0,0,9,0,13,12,46,33,0,229,15,1,212,22,0
1177,0,0,8,0,14,4,0,23,1,357,21,0,169,0,0,0,0,0
1178,0,33,11,0,0,0,0,0,9,249,0,0,54,37,0,371,0,0
1179,73,23,23,0,53,4,0,0,2,235,15,0,138,14,0,328,0,0
1180,0,56,2,0,4,3,0,0,0,159,0,0,178,0,0,0,22,7
1181,0,48,16,0,0,4,0,18,14,45,0,0,0,24,0,471,18,0
1182,0,16,10,0,33,11,0,0,13,247,25,0,0,0,0,275,0,0
1183,0,31,3,93,13,12,0,33,0,313,23,0,0,23,0,336,23,0
1184,19,16,15,0,4,8,126,0,1,20,0,6,60,0,0,247,8,0
1185,42,0,7,123,29,4,58,0,1,134,0,0,219,39,0,186,8,0
1186,133,17,4,0,28,0,0,0,13,95,0,1,243,0,0,0,5,0
1187,79,0,9,0,17,12,0,91,13,295,44,1,392,5,1,0,8,0
1188,0,22,8,0,7,4,0,5,7,101,28,0,55,43,1,124,4,0
1189,0,0,0,114,17,0,0,8,6,140,7,0,0,0,0,127,21,0
1190,0,22,32,0,53,14,0,40,4,63,0,0,119,30,0,284,0,0
1191,96,0,17,32,0,4,55,20,11,115,0,0,127,36,7,134,39,0
1192,0,0,12,0,13,6,0,0,5,350,34,4,171,0,0,120,19,0
1193,0,11,0,0,42,2,0,34,2,302,40,0,247,0,0,191,17,0
1194,0,32,12,0,35,5,0,0,6,30,23,0,77,0,0,102,28,0
1195,22,33,28,93,37,7,0,0,7,387,14,0,59,21,0,107,22,0
1196,0,15,11,0,24,0,0,17,4,491,0,0,0,20,0,0,0,0
1197,0,22,10,45,0,12,0,19,6,194,49,0,77,18,0,132,0,0
1198,0,39,0,91,0,4,18,16,4,0,31,0,103,0,0,91,9,0
1199,0,6,10,0,0,9,0,0,2,0,53,1,190,0,0,156,0,0
1200,0,7,8,223,5,8,137,13,4,61,0,0,0,0,1,29,49,0
1201,43,32,17,0,24,15,74,0,3,83,38,0,86,18,0,295,19,0
1202,0,28,6,0,16,6,0,31,1,0,45,13,142,20,0,92,0,0
1203,0,8,4,0,18,5,20,0,6,475,0,0,353,19,0,20,29,0
1204,107,43,17,0,18,14,0,0,3,419,19,0,27,14,0,55,0,0
1205,0,12,6,0,29,7,0,0,19,92,0,0,24,41,0,53,14,0
1206,71,0,4,95,0,7,0,9,25,251,0,0,107,0,0,304,34,7
1207,76,36,17,0,43,6,0,0,7,0,40,0,0,0,0,32,0,0
1208,0,17,12,124,15,16,89,0,4,117,0,0,0,9,0,428,11,0
1209,0,24,9,0,11,7,0,15,16,142,0,0,122,38,0,126,0,0
1210,0,37,11,106,40,0,95,29,6,303,15,0,112,11,1,0,5,0
1211,77,0,1,0,23,8,36,0,24,430,42,0,149,0,0,382,44,0
1212,0,4,13,0,28,0,110,5,6,110,56,0,34,0,0,195,0,2
1213,0,18,18,0,0,8,0,0,12,135,17,0,0,9,6,208,17,0
1214,0,0,11,0,40,0,0,22,0,159,24,7,29,0,0,102,0,0
1215,123,4,8,0,0,7,0,38,11,272,18,0,269,9,8,0,0,4
1216,0,77,20,45,12,8,0,0,10,145,22,0,116,22,0,18,0,6
1217,0,71,3,0,0,8,0,31,0,394,0,0,62,10,0,86,8,3
1218,0,0,0,22,32,0,0,0,6,255,47,0,116,41,0,163,13,0
1219,0,6,17,0,60,9,0,0,0,156,24,0,284,4,0,0,0,0
1220,0,0,4,0,14,2,33,14,0,129,0,0,416,0,0,44,0,0
1221,169,22,16,0,6,4,0,5,7,206,21,0,0,20,0,60,0,1
1222,0,26,14,0,39,9,0,7,7,304,21,0,357,0,0,268,21,0
1223,0,0,0,0,19,1,0,0,10,227,0,0,328,35,0,208,15,0
1224,73,14,13,127,31,0,0,30,11,310,25,0,417,0,0,0,0,0
1225,0,16,10,129,16,17,0,39,11,55,30,0,204,0,0,206,7,0
1226,0,0,36,0,0,9,0,29,12,265,6,0,50,14,0,47,0,0
1227,0,46,10,36,55,13,0,23,6,115,13,0,224,5,0,0,0,0
1228,120,17,11,0,18,1,0,28,9,305,13,0,252,20,0,73,6,0
1229,0,40,8,0,13,9,0,21,14,315,20,5,54,0,0,97,22,0
1230,0,23,23,0,0,1,0,12,6,221,0,0,98,23,6,119,6,6
1231,0,36,27,110,16,0,82,7,6,156,22,0,271,30,0,308,0,6
1232,0,14,3,100,6,18,0,0,0,262,44,0,116,44,0,272,0,0
1233,0,0,10,172,31,7,100,0,15,101,24,0,281,23,0,0,32,0
1234,0,12,7,0,32,0,0,14,9,200,23,0,140,12,0,231,25,0
1235,0,10,0,0,11,19,196,35,7,282,19,0,158,15,0,263,0,0
1236,65,39,4,0,0,20,0,0,18,38,0,7,102,0,5,92,13,0
1237,0,0,10,0,38,4,0,18,0,82,30,2,33,26,0,76,43,0
1238,0,21,15,0,22,5,0,0,9,146,0,0,0,36,0,208,14,0
1239,83,33,10,0,0,14,0,0,5,415,29,1,104,23,0,301,41,0
1240,0,0,12,0,4,10,0,4,7,278,54,2,123,18,0,277,0,0
1241,0,35,12,0,0,2,107,0,8,308,24,0,0,0,0,75,12,0
1242,0,34,14,127,60,7,0,0,7,161,25,0,199,9,0,78,20,6
1243,0,39,7,108,45,1,0,0,12,168,23,2,0,14,0,0,12,0
1244,0,28,5,0,8,6,112,0,10,308,17,0,121,0,0,175,0,0
1245,0,4,2,0,9,7,0,13,17,461,22,1,157,31,7,283,8,0
1246,0,22,2,0,0,8,0,0,1,317,0,0,203,19,0,102,0,0
1247,0,0,12,0,25,14,59,13,4,192,11,0,108,0,0,179,0,0
1248,0,0,19,123,18,13,0,17,3,122,0,0,113,0,0,166,0,0
1249,0,20,8,0,0,3,38,0,1,28,0,1,79,30,0,51,0,0
1250,0,5,4,277,0,15,0,43,7,111,0,0,123,0,7,111,0,5
1251,120,4,5,0,30,4,0,0,12,150,54,0,182,0,0,73,17,0
1252,78,35,5,0,37,19,175,14,6,188,79,0,308,11,0,209,0,0
1253,143,44,1,0,30,10,0,4,3,240,0,0,211,19,3,0,31,0
1254,0,47,10,102,26,7,0,0,13,208,0,1,223,0,0,106,8,0
1255,51,0,2,0,28,0,0,18,12,45,27,0,112,0,0,176,22,0
1256,36,6,6,107,15,1,64,14,5,67,0,0,218,0,0,0,0,0
1257,76,42,10,0,23,12,0,6,6,67,0,0,117,0,0,0,0,0
1258,0,0,9,47,0,5,126,26,3,224,21,0,22,22,0,32,21,0
1259,0,44,7,0,43,6,0,44,5,98,32,0,313,13,1,167,0,0
1260,0,22,4,0,27,3,0,0,4,123,12,0,0,23,0,0,36,0
1261,101,12,5,0,19,3,118,34,0,154,64,0,38,11,0,171,7,0
1262,149,58,8,0,0,7,0,20,9,0,27,5,171,4,0,0,51,0
1263,0,35,0,103,13,4,0,16,19,146,29,6,163,0,0,124,22,0
1264,75,33,4,0,0,0,0,23,10,102,0,0,235,0,0,0,27,0
1265,62,0,6,0,10,0,0,0,5,242,0,0,114,5,0,167,5,0
1266,0,0,10,45,9,12,0,23,3,355,17,0,63,22,0,87,6,0
1267,61,19,3,0,16,15,0,25,1,335,19,5,0,18,0,129,7,0
1268,0,30,0,0,16,40,105,0,0,47,18,4,23,10,6,217,34,7
1269,0,5,2,0,15,2,0,14,16,221,14,0,0,0,6,0,0,3
1270,0,0,3,83,21,1,0,0,8,196,68,8,0,51,8,413,0,0
1271,99,8,10,106,13,6,0,0,12,245,10,11,294,0,0,85,22,0
1272,0,0,11,102,11,21,0,18,7,26,30,0,0,0,0,0,16,0
1273,0,12,3,0,5,2,0,4,4,217,31,0,116,73,0,145,21,0
1274,0,19,10,0,16,12,0,8,7,152,0,0,124,0,0,156,0,0
1275,0,0,2,0,19,13,0,21,7,211,0,0,0,27,9,40,4,0
1276,24,13,9,84,15,7,0,21,9,286,57,0,0,0,0,92,28,0
1277,64,27,1,0,22,5,0,22,12,249,66,0,59,18,7,67,9,0
1278,0,0,12,78,6,6,0,37,11,504,37,0,106,21,0,0,0,0
1279,101,6,0,0,8,12,0,13,0,229,25,2,214,13,0,54,0,0
1280,55,51,0,0,6,5,0,0,0,0,0,0,148,25,0,61,0,0
1281,0,39,7,88,12,11,0,0,0,274,31,0,203,0,0,264,0,3
1282,120,4,14,0,32,12,0,29,7,290,23,4,124,0,2,312,34,7
1283,27,0,23,0,11,7,0,6,3,238,38,0,112,0,0,131,5,0
1284,0,49,11,0,31,1,71,11,0,171,7,0,351,6,10,0,38,0
1285,0,0,5,75,16,7,0,0,0,120,0,0,150,6,0,233,0,2
1286,0,0,2,0,12,7,0,0,17,182,42,0,32,0,0,0,40,6
1287,0,0,20,51,7,6,0,22,0,103,16,0,279,0,0,60,14,0
1288,0,0,10,0,47,10,0,53,5,401,6,0,16,0,0,82,14,0
1289,83,0,10,0,0,3,0,30,7,40,14,0,144,42,0,0,19,0
1290,93,8,13,105,12,7,41,0,3,0,0,0,43,9,0,80,22,3
1291,0,4,25,19,11,0,0,36,2,116,18,4,24,23,0,207,19,0
1292,0,13,14,0,30,7,0,13,0,39,12,3,35,0,0,35,10,0
1293,0,0,7,0,0,0,156,37,12,148,21,0,21,0,0,147,0,0
1294,0,0,31,0,20,12,0,0,5,108,36,2,0,20,0,0,24,2
1295,0,0,8,113,13,12,0,85,9,390,0,0,105,8,0,0,0,0
1296,61,31,10,0,20,5,0,19,0,0,19,0,174,64,0,0,8,5
1297,0,0,10,93,0,24,50,16,10,52,27,0,0,0,0,139,42,0
1298,162,0,5,161,34,19,0,0,9,385,10,0,151,0,0,275,0,0
1299,0,10,1,69,25,25,0,32,15,196,75,0,208,12,0,0,0,0
1300,0,0,9,0,0,13,0,10,0,74,34,0,468,0,2,56,13,6
1301,0,0,25,0,0,7,0,21,6,0,5,0,34,23,4,229,14,1
1302,120,21,7,0,11,4,0,15,2,138,34,7,37,33,0,106,0,0
1303,117,20,6,0,17,10,0,22,17,201,57,3,403,0,0,0,21,0
1304,0,30,11,0,36,9,0,23,9,321,6,0,0,0,0,266,18,0
1305,119,5,10,0,23,8,0,11,0,67,0,0,152,0,0,0,0,0
1306,42,14,6,45,23,17,0,17,4,0,30,1,165,0,0,166,21,0
1307,0,20,14,50,46,7,104,20,0,203,0,0,89,31,0,126,4,0
1308,0,0,12,0,47,6,0,5,6,0,40,2,205,12,0,224,23,5
1309,0,31,15,0,52,2,17,14,12,114,0,6,150,7,0,40,67,0
1310,86,0,11,0,16,5,0,13,16,0,14,0,374,0,0,81,0,0
1311,31,56,27,0,12,13,0,0,6,296,34,0,131,14,2,272,20,0
1312,0,0,13,0,41,2,0,30,22,219,21,0,275,0,5,269,0,0
1313,0,38,6,0,7,3,0,15,3,290,0,0,128,11,0,77,7,0
1314,0,0,12,0,0,17,0,16,6,217,17,0,245,0,6,362,23,0
1315,0,34,0,0,37,21,153,6,27,0,36,5,51,7,0,149,20,0
1316,0,0,6,17,38,0,0,11,7,47,30,0,135,0,0,75,0,0
1317,0,52,18,0,20,10,0,0,11,368,54,0,342,0,0,294,19,0
1318,89,9,6,0,0,21,54,6,14,139,53,4,59,20,0,28,0,0
1319,0,0,16,0,40,11,50,5,14,196,9,0,356,8,0,114,31,0
1320,0,29,2,0,31,8,0,19,7,92,0,0,103,0,0,0,7,0
1321,0,15,2,0,0,12,87,22,6,90,26,0,226,0,0,222,32,0
1322,0,7,14,0,37,1,0,19,7,120,8,0,99,18,0,134,18,0
1323,0,5,2,62,11,1,0,52,0,236,0,0,95,27,0,40,5,0
1324,73,27,8,60,0,6,45,51,4,475,19,6,0,4,4,32,0,3
1325,0,19,12,0,50,12,44,21,12,89,17,0,0,4,8,97,10,0
1326,30,17,16,0,15,13,0,0,7,25,0,0,65,0,0,200,11,0
1327,0,28,13,53,7,10,0,0,5,0,26,0,182,0,0,289,20,0
1328,0,0,16,91,0,4,0,47,8,199,7,5,54,0,10,0,17,4
1329,226,0,0,0,0,17,0,0,6,166,11,1,42,0,0,298,0,0
1330,113,52,11,0,4,7,0,0,7,215,0,6,29,0,0,108,9,0
1331,0,32,7,0,0,0,120,0,0,315,0,0,267,0,1,73,18,0
1332,44,30,9,117,19,13,175,0,13,0,4,0,56,15,0,246,0,0
1333,0,0,4,201,0,8,0,9,9,0,19,0,137,0,0,160,0,0
1334,0,14,0,54,17,8,204,11,0,25,0,0,213,4,0,62,13,0
1335,0,17,5,0,16,6,0,14,31,139,46,0,55,46,4,0,12,0
1336,0,4,13,0,19,8,0,39,14,122,0,0,29,19,0,0,0,7
1337,72,16,8,0,48,0,150,37,6,0,8,6,97,0,0,35,21,7
1338,0,9,4,0,21,21,0,0,4,237,6,0,69,27,0,160,0,0
1339,19,0,18,123,15,6,89,6,1,75,9,0,218,0,0,68,0,0
1340,112,29,10,0,51,15,0,6,18,307,32,0,201,7,0,34,0,0
1341,0,14,30,0,8,8,0,0,6,162,25,0,40,17,0,212,0,0
1342,0,24,32,19,0,3,0,0,5,209,61,7,66,41,0,149,17,0
1343,30,23,0,0,68,19,0,0,1,52,4,5,0,0,0,114,32,0
1344,0,0,14,108,40,11,0,0,6,253,22,0,315,22,0,115,8,0
1345,0,10,6,108,0,10,0,0,3,72,45,0,169,13,0,135,13,0
1346,0,0,8,95,7,2,0,13,5,89,11,0,274,0,0,218,0,0
1347,0,28,0,0,0,2,0,8,3,81,32,0,76,37,0,113,0,0
1348,0,0,14,0,19,2,0,0,19,80,21,0,37,18,2,269,0,0
1349,0,6,9,0,57,0,0,0,8,0,11,0,282,24,0,0,0,0
1350,0,14,13,21,0,14,65,41,0,247,16,7,101,0,0,384,0,0
1351,0,22,20,0,0,4,0,0,11,94,0,4,99,0,0,127,9,0
1352,38,22,25,0,23,2,0,12,16,50,19,0,220,10,0,0,0,0
1353,43,15,24,47,34,10,0,23,2,103,35,6,159,0,0,196,0,6
1354,0,38,2,0,39,7,0,41,6,271,18,0,212,0,0,83,20,0
1355,0,4,8,0,21,4,0,23,4,44,61,0,217,0,0,278,0,0
1356,0,32,5,0,11,7,62,0,13,501,27,7,135,0,7,39,16,0
1357,0,23,23,46,30,5,0,0,9,192,46,0,350,0,5,157,13,0
1358,0,15,6,241,42,11,0,20,4,26,0,0,128,0,4,24,14,0
1359,0,16,5,56,21,13,0,0,15,467,29,0,118,0,0,18,0,0
1360,0,15,4,0,6,2,0,11,17,252,51,6,119,26,0,100,0,0
1361,28,22,12,0,40,9,0,21,0,155,0,0,133,28,0,59,0,0
1362,0,0,20,0,10,7,114,26,6,71,42,0,154,8,5,0,0,0
1363,0,34,6,35,22,8,0,0,15,71,8,0,203,0,5,84,45,4
1364,68,32,6,65,22,3,0,0,4,71,10,0,226,0,8,102,0,0
1365,0,12,7,0,18,16,0,0,4,103,12,0,48,0,0,284,8,0
1366,27,0,10,0,46,9,0,0,10,55,21,0,21,0,0,489,20,0
1367,93,13,11,0,0,11,0,0,12,199,18,0,21,0,0,270,0,0
1368,0,11,6,116,18,12,0,7,0,121,0,5,188,0,0,148,39,0
1369,42,19,3,236,0,34,0,15,9,38,18,5,222,18,4,0,0,0
1370,0,0,4,99,40,10,0,8,8,234,0,0,295,19,0,47,10,0
1371,0,0,16,182,32,4,0,23,3,603,0,0,153,0,0,64,40,0
1372,85,0,11,0,0,23,0,26,5,239,40,0,63,19,0,75,0,7
1373,0,0,12,0,0,8,0,0,12,316,37,0,94,0,0,0,9,0
1374,0,14,12,56,21,7,0,8,6,32,19,0,420,0,0,161,0,0
1375,119,8,0,0,41,6,114,23,7,58,0,0,78,22,0,277,0,0
1376,0,10,6,0,19,27,0,37,0,111,0,7,222,26,10,0,0,0
1377,100,25,8,150,19,11,0,17,7,180,29,0,74,27,0,199,0,0
1378,0,14,11,162,0,9,151,15,11,21,21,0,138,28,0,0,33,0
1379,42,0,9,85,20,16,0,0,13,253,9,5,78,18,6,123,4,7
1380,0,0,5,0,17,3,0,56,3,138,4,0,0,0,0,70,0,0
1381,124,20,15,0,52,7,0,0,27,169,0,0,51,13,8,102,17,0
1382,0,10,9,0,29,19,75,5,0,132,0,5,116,0,4,143,23,4
1383,101,11,0,0,9,12,96,0,18,165,0,0,191,12,3,168,0,0
1384,0,19,10,213,19,14,27,11,0,314,12,0,332,0,0,232,32,0
1385,0,16,19,0,19,4,0,14,0,319,0,0,71,51,7,0,0,0
1386,23,10,12,0,31,5,0,0,0,148,44,0,43,32,0,209,0,0
1387,18,39,0,56,13,6,0,26,1,192,19,0,96,0,0,65,0,0
1388,17,0,17,0,27,10,81,0,8,0,19,0,0,19,0,98,43,0
1389,158,24,8,0,21,15,0,14,11,171,5,0,0,0,0,78,0,0
1390,25,22,16,0,21,12,81,20,0,188,57,0,104,0,0,181,0,0
1391,0,23,9,0,18,5,0,32,2,105,20,0,99,26,0,86,12,0
1392,0,41,3,0,9,14,0,0,7,48,13,0,244,0,0,238,7,0
1393,0,53,9,0,62,17,0,18,14,120,0,0,240,24,0,76,20,0
1394,0,19,9,0,0,6,0,20,21,81,40,0,50,0,0,55,0,0
1395,0,12,0,0,15,17,0,0,9,217,16,0,293,9,0,45,7,3
1396,0,14,17,0,0,0,0,0,7,17,9,0,309,0,0,102,6,0
1397,118,14,5,0,0,0,0,18,13,343,9,0,46,15,0,0,12,0
1398,0,45,11,0,18,4,0,12,11,199,7,2,236,0,0,40,12,0
1399,0,14,15,0,7,7,0,18,7,312,18,0,138,15,4,237,0,0
1400,45,24,0,0,16,0,0,19,0,157,0,0,0,0,0,177,7,0
1401,78,7,14,0,19,12,0,21,14,0,19,0,96,21,0,132,0,2
1402,0,6,19,0,0,2,68,46,5,77,0,7,81,7,6,76,19,0
1403,107,0,8,0,0,17,127,0,18,175,36,3,0,16,0,95,0,0
1404,0,39,3,59,0,1,0,17,9,290,21,0,119,22,4,121,0,0
1405,0,23,10,0,0,4,0,22,6,288,0,0,0,5,7,121,0,0
1406,0,0,4,70,10,22,0,8,0,250,15,0,134,13,0,185,25,0
1407,0,4,3,0,9,5,72,0,13,113,18,0,0,0,0,175,0,0
1408,58,8,15,0,0,23,0,11,16,0,21,0,0,0,4,37,34,0
1409,0,4,7,83,30,6,36,0,10,144,0,0,0,51,0,247,27,0
1410,0,15,24,80,30,20,0,36,2,104,28,0,92,23,0,120,0,0
1411,0,0,16,83,34,12,0,0,12,99,40,0,65,7,0,64,29,0
1412,0,10,26,0,0,0,0,23,11,238,35,0,280,15,0,97,17,0
1413,0,18,8,0,0,13,0,6,5,92,23,0,93,46,0,160,0,0
1414,66,35,14,59,24,7,0,14,0,180,0,3,98,16,2,298,34,0
1415,0,0,5,83,37,5,75,11,7,102,0,0,0,0,0,0,0,0
1416,169,35,9,0,21,4,0,0,14,23,38,0,111,13,0,0,8,4
1417,0,0,9,56,23,3,0,0,0,218,0,0,0,8,0,121,0,0
1418,113,18,4,90,29,25,135,36,3,17,34,4,107,23,0,176,0,0
1419,0,50,25,0,31,14,0,0,2,77,0,0,75,0,6,160,4,0
1420,86,0,9,0,4,2,0,20,2,216,18,0,0,0,0,95,13,0
1421,0,11,9,0,0,15,0,18,11,260,0,0,32,10,0,109,41,10
1422,0,20,7,121,59,13,0,16,8,0,20,0,59,0,0,0,10,2
1423,124,36,2,0,0,10,0,0,10,272,50,0,60,0,2,154,17,0
1424,0,0,14,0,6,27,0,48,8,198,0,3,139,0,0,74,0,0
1425,0,40,4,95,0,6,68,0,2,110,31,0,222,0,0,106,0,0
1426,0,60,11,0,11,1,0,5,14,42,23,0,167,8,0,191,22,3
1427,0,0,8,0,36,17,0,0,0,241,0,0,0,10,0,234,0,1
1428,0,0,5,117,0,8,0,0,5,282,0,5,53,0,0,136,28,0
1429,0,13,16,0,22,0,70,0,14,92,9,1,40,21,0,0,6,0
1430,0,37,21,0,0,11,0,0,0,131,22,0,148,0,0,0,22,0
1431,32,0,7,0,23,35,0,0,0,301,0,0,108,5,4,57,13,4
